Id,SalePrice
1580,193619.3267
1581,151913.3655
1582,118671.9175
1583,310129.8126
1584,219135.0163
1585,139094.968
1586,69697.35842
1587,101567.3972
1588,145717.5798
1589,94864.04527
1590,128698.0971
1591,92219.85914
1592,111762.3435
1593,129575.1781
1594,142256.2719
1595,97524.99334
1596,215353.0368
1597,169719.1351
1598,206809.3189
1599,177744.6579
1600,163089.6393
1601,67535.60635
1602,118976.2047
1603,90637.18109
1604,270205.9207
1605,247660.0281
1606,161966.5373
1607,166049.5586
1608,211547.9513
1609,176565.8496
1610,151985.4983
1611,129747.789
1612,173146.8757
1613,168857.9468
1614,124976.6667
1615,92419.68722
1616,79460.77765
1617,93020.37984
1618,125980.242
1619,147541.3117
1620,179189.7515
1621,138876.2518
1622,145408.5612
1623,250905.8677
1624,217290.4785
1625,121145.454
1626,162271.7006
1627,201113.7554
1628,289424.8659
1629,177497.8919
1630,358711.6092
1631,219305.1806
1632,243627.0187
1633,167739.464
1634,191860.143
1635,174339.8479
1636,158858.968
1637,202616.7131
1638,181608.3488
1639,193108.8611
1640,250185.6741
1641,183832.7314
1642,232969.1186
1643,218020.7597
1644,230739.426
1645,212618.7212
1646,155088.0047
1647,156443.8943
1648,126061.7045
1649,137637.5948
1650,114485.1681
1651,122422.1725
1652,97109.30059
1653,101512.0002
1654,142804.6419
1655,147718.4811
1656,136284.9912
1657,134052.9653
1658,137572.0768
1659,124103.716
1660,154527.1271
1661,476770.1178
1662,372658.5606
1663,376035.3931
1664,454782.4956
1665,297596.1574
1666,328885.247
1667,335404.0114
1668,352881.6159
1669,294413.334
1670,351550.3473
1671,273462.7159
1672,416757.9946
1673,310767.4335
1674,247699.8579
1675,190886.7438
1676,188362.0123
1677,216145.2602
1678,452676.9316
1679,417593.6045
1680,349158.6458
1681,228295.8544
1682,308525.4751
1683,188202.6928
1684,172568.1069
1685,163625.134
1686,168021.8155
1687,165594.8107
1688,190525.4626
1689,194975.5619
1690,195211.9658
1691,180928.2772
1692,258147.829
1693,164037.7577
1694,182926.8633
1695,165284.6423
1696,277811.0592
1697,169579.7781
1698,327410.0319
1699,273546.6913
1700,242935.0713
1701,260026.8877
1702,249529.5449
1703,238053.1046
1704,289923.0318
1705,242581.8853
1706,390589.8846
1707,212978.6861
1708,210624.4338
1709,267231.165
1710,218729.3835
1711,266013.9736
1712,261795.0891
1713,282954.8215
1714,236877.8978
1715,200516.212
1716,180173.0269
1717,170883.1685
1718,127608.5722
1719,207895.6242
1720,240733.5292
1721,162513.7341
1722,117915.66
1723,162190.1245
1724,201259.7323
1725,224446.7701
1726,183459.9109
1727,151196.9303
1728,178698.9325
1729,159790.173
1730,143901.6586
1731,129297.911
1732,131474.9452
1733,109003.795
1734,119817.4802
1735,123739.948
1736,121784.3185
1737,246683.7039
1738,220341.2143
1739,257675.0835
1740,217841.6095
1741,189454.8581
1742,158083.9903
1743,169582.1259
1744,262764.0904
1745,206317.7686
1746,171755.2352
1747,212112.6165
1748,237907.4719
1749,142221.8609
1750,122774.4258
1751,233647.5481
1752,121089.8282
1753,149745.866
1754,191290.87
1755,159805.3966
1756,167230.5222
1757,131690.5049
1758,137434.0874
1759,149027.9331
1760,160068.4435
1761,145499.761
1762,183110.885
1763,175898.0224
1764,112638.2492
1765,161383.2827
1766,201449.8929
1767,218357.5293
1768,136493.1191
1769,167449.1952
1770,156149.1925
1771,115660.6286
1772,133290.2582
1773,124620.4852
1774,135726.1579
1775,151396.4535
1776,136459.7004
1777,112240.7964
1778,136999.5233
1779,110610.89
1780,168365.1764
1781,127221.1144
1782,85930.32147
1783,139977.2377
1784,110085.485
1785,119416.0877
1786,192197.0864
1787,164245.1533
1788,59539.26388
1789,89639.02454
1790,82457.59498
1791,179136.7089
1792,163007.095
1793,123798.2712
1794,145840.1443
1795,137052.154
1796,112060.565
1797,131014.4173
1798,122383.6212
1799,118509.7889
1800,119377.0442
1801,132395.7728
1802,131889.6978
1803,147366.1699
1804,137494.2601
1805,143348.8222
1806,122199.2325
1807,128651.1551
1808,112459.9116
1809,114179.344
1810,142253.5291
1811,91244.79764
1812,88910.3818
1813,122298.6204
1814,95075.52306
1815,59148.19269
1816,100667.7178
1817,97252.7402
1818,159836.4174
1819,127464.2114
1820,64841.39551
1821,115922.047
1822,153833.6516
1823,51148.90253
1824,129681.9702
1825,131766.1424
1826,103353.2333
1827,98226.07048
1828,142580.0498
1829,120602.3783
1830,143903.2212
1831,141820.2258
1832,97846.75547
1833,135596.6718
1834,122704.4961
1835,136208.9491
1836,121322.3055
1837,90571.44392
1838,132209.8512
1839,117513.9222
1840,159106.4917
1841,134024.8347
1842,92605.3894
1843,123274.2202
1844,133612.5163
1845,127282.7469
1846,148823.4164
1847,154887.1747
1848,53938.34697
1849,105057.2947
1850,115911.2443
1851,156471.6743
1852,123907.6158
1853,125885.6651
1854,169701.9142
1855,139612.2815
1856,225918.7315
1857,159365.2751
1858,129581.4281
1859,108819.8202
1860,139604.801
1861,108649.2126
1862,234409.1831
1863,229063.1458
1864,229086.2688
1865,353016.1283
1866,339455.7467
1867,226231.7166
1868,297121.4569
1869,205244.8311
1870,226153.3835
1871,248838.0137
1872,160232.5048
1873,246701.4603
1874,148276.5516
1875,206896.4591
1876,194908.2277
1877,220251.5276
1878,207092.6646
1879,124564.2385
1880,133923.4803
1881,256004.5222
1882,248347.7122
1883,182700.7899
1884,202548.381
1885,249047.4592
1886,297500.1206
1887,217189.2034
1888,273356.4097
1889,164996.1173
1890,117959.2879
1891,134556.7332
1892,100424.9464
1893,128198.9582
1894,129066.1459
1895,131897.8148
1896,131879.5536
1897,121875.0661
1898,122209.4965
1899,160542.7586
1900,160060.8407
1901,159583.21
1902,154995.4418
1903,193992.1379
1904,135476.6976
1905,196458.8207
1906,150025.4557
1907,196789.0855
1908,112336.9608
1909,132796.342
1910,123103.4393
1911,197834.822
1912,294823.1318
1913,155133.5072
1914,69495.15391
1915,346552.58
1916,62572.55373
1917,249592.6066
1918,137613.3747
1919,172373.7052
1920,156118.9149
1921,394892.2016
1922,325787.8297
1923,218682.9977
1924,230502.695
1925,199411.1327
1926,403877.6157
1927,131768.7503
1928,155594.776
1929,131623.8824
1930,128992.971
1931,137434.7883
1932,136565.7662
1933,183339.5033
1934,189158.0383
1935,175815.3779
1936,201583.6512
1937,193020.3842
1938,174409.525
1939,237702.0489
1940,188849.1005
1941,170998.9843
1942,184556.1916
1943,204303.6568
1944,362076.0182
1945,391662.0058
1946,146385.4872
1947,319900.1326
1948,183359.3255
1949,247126.4946
1950,185464.716
1951,247174.6552
1952,197460.3126
1953,188337.2171
1954,182504.8665
1955,133577.6928
1956,271547.2459
1957,146420.6309
1958,297691.7553
1959,136302.5245
1960,113470.9758
1961,127364.0562
1962,99029.6691
1963,107149.4727
1964,108912.655
1965,145753.7648
1966,141388.7274
1967,308253.2671
1968,420345.3053
1969,388993.9129
1970,412273.48
1971,453816.3451
1972,384933.7067
1973,264340.8485
1974,323051.5702
1975,403327.0389
1976,290494.234
1977,406547.0732
1978,387896.3386
1979,318328.0856
1980,196950.4454
1981,361995.2108
1982,225441.0765
1983,197792.3529
1984,157723.6884
1985,245017.7071
1986,222576.1535
1987,180017.3018
1988,171508.8402
1989,193308.5851
1990,211392.5232
1991,236148.2678
1992,219696.0584
1993,162705.6557
1994,237639.7809
1995,187784.3853
1996,259175.8037
1997,308644.886
1998,319507.3896
1999,252922.7697
2000,313508.7387
2001,256402.8885
2002,243781.8651
2003,270948.8767
2004,287593.039
2005,223056.0894
2006,231098.8333
2007,253049.3985
2008,219655.6537
2009,194533.5209
2010,189025.5044
2011,127551.5181
2012,167295.1438
2013,166927.5801
2014,173848.1466
2015,190489.0372
2016,189988.4057
2017,187421.9356
2018,130324.7266
2019,129377.4049
2020,102555.8811
2021,103360.6735
2022,177029.9194
2023,142824.8878
2024,255615.3872
2025,402922.3668
2026,182633.7563
2027,156136.2982
2028,144844.3643
2029,161106.9529
2030,288305.2097
2031,240848.3074
2032,253919.4363
2033,261734.6006
2034,161966.6681
2035,222519.7995
2036,188079.3207
2037,194531.8202
2038,286563.7398
2039,223288.4363
2040,300977.7152
2041,267628.0523
2042,202367.0139
2043,183966.0191
2044,181526.4828
2045,214254.7098
2046,136034.1546
2047,146523.2994
2048,137390.3287
2049,137544.0716
2050,174360.4485
2051,104858.773
2052,115427.3901
2053,147904.4028
2054,100064.4698
2055,149760.9489
2056,144290.8501
2057,112555.3479
2058,220380.083
2059,129214.7153
2060,181063.5721
2061,170127.3577
2062,132916.2326
2063,118925.7481
2064,140091.5292
2065,116590.1377
2066,157019.0482
2067,125048.696
2068,141689.6249
2069,78501.59843
2070,108684.5068
2071,90031.90622
2072,131451.5205
2073,135007.3051
2074,185845.6427
2075,131845.2585
2076,123099.0389
2077,152713.1258
2078,125745.0472
2079,135881.4285
2080,122961.6212
2081,135630.7658
2082,128441.2282
2083,139242.0462
2084,114947.6317
2085,114814.2105
2086,112879.6838
2087,114632.8057
2088,97323.73186
2089,84262.41696
2090,126883.2156
2091,99337.37726
2092,117422.3377
2093,105410.2598
2094,102207.0583
2095,135027.5114
2096,82847.5679
2097,99324.99211
2098,145352.7657
2099,58039.51269
2100,90688.51812
2101,107797.6876
2102,136054.1395
2103,96096.98031
2104,131054.4158
2105,124484.7733
2106,66101.75321
2107,210988.18
2108,106542.9231
2109,100886.3046
2110,118815.9107
2111,133252.4807
2112,135094.5558
2113,115955.7839
2114,131231.7608
2115,163270.6302
2116,116082.7739
2117,146582.0088
2118,116353.5117
2119,122571.9844
2120,118992.3437
2121,106670.1021
2122,127812.3866
2123,83675.22246
2124,160398.6111
2125,127570.9026
2126,151706.5346
2127,162798.4892
2128,135161.7993
2129,85632.91702
2130,135575.2041
2131,163859.8339
2132,102531.0475
2133,119235.1224
2134,123860.6394
2135,90620.41359
2136,75763.54407
2137,100244.8315
2138,123528.9366
2139,140730.4638
2140,136481.6315
2141,153127.8004
2142,122605.0616
2143,158246.3576
2144,120959.5561
2145,133297.6544
2146,158184.09
2147,133476.454
2148,128858.7583
2149,150436.9079
2150,225087.0143
2151,110972.7682
2152,164358.8106
2153,193423.483
2154,97108.99142
2155,138812.8707
2156,257486.8421
2157,237546.0758
2158,230679.236
2159,203341.8958
2160,166429.6993
2161,239389.5211
2162,366425.5974
2163,360208.1299
2164,257864.3983
2165,193597.1719
2166,153777.597
2167,225208.5508
2168,192239.3089
2169,184572.5875
2170,193217.8841
2171,141781.8548
2172,122453.0965
2173,164810.4714
2174,225306.5244
2175,303371.8945
2176,315359.9111
2177,236535.466
2178,200722.6794
2179,137314.9233
2180,212203.8388
2181,189178.0992
2182,219045.5525
2183,187934.6208
2184,120676.0788
2185,115496.6884
2186,141756.929
2187,152051.9169
2188,146929.5919
2189,232540.6079
2190,77842.96637
2191,75895.62298
2192,82751.50272
2193,96116.16646
2194,108730.7773
2195,110949.6415
2196,93764.78524
2197,120656.3163
2198,168311.3725
2199,167819.6113
2200,143190.1031
2201,136884.6138
2202,208910.5771
2203,135468.0925
2204,176134.7537
2205,111312.0151
2206,140025.2485
2207,207461.1212
2208,253136.8498
2209,243252.0497
2210,126654.9365
2211,115638.6277
2212,124885.8848
2213,105618.9007
2214,126312.4317
2215,95684.3239
2216,149995.4612
2217,60353.96286
2218,97070.39349
2219,82897.76098
2220,86212.56103
2221,352628.7099
2222,273711.0936
2223,290526.3696
2224,211463.8299
2225,120593.1439
2226,195028.4036
2227,196541.1524
2228,287482.9131
2229,242809.7669
2230,150088.3293
2231,202595.5365
2232,179602.5548
2233,167021.3749
2234,246039.0503
2235,234338.3555
2236,268126.5596
2237,318407.2333
2238,201719.4984
2239,101835.3915
2240,163636.8283
2241,163578.9198
2242,128251.4827
2243,129290.2985
2244,100488.0847
2245,106142.9591
2246,139411.659
2247,115975.9384
2248,121121.1457
2249,118464.763
2250,130982.0521
2251,144159.3194
2252,190914.798
2253,152405.8093
2254,176256.5154
2255,189144.6077
2256,174722.6531
2257,222952.0498
2258,164591.2519
2259,182470.743
2260,151325.6966
2261,184914.0607
2262,203645.631
2263,370582.3993
2264,354899.1438
2265,188269.2255
2266,305024.5568
2267,353489.3332
2268,419042.335
2269,146818.4962
2270,187759.2018
2271,225519.4059
2272,191376.931
2273,163619.2676
2274,184166.2779
2275,168798.5468
2276,188849.4164
2277,185852.0726
2278,144137.5678
2279,129878.8443
2280,119935.7081
2281,175959.7908
2282,201960.4887
2283,106103.7198
2284,114560.3695
2285,144279.2788
2286,124993.9713
2287,398341.4242
2288,270168.3758
2289,390111.6768
2290,453294.8781
2291,338425.9571
2292,443301.1806
2293,492268.6356
2294,434244.0166
2295,427521.0996
2296,270701.7471
2297,322217.4118
2298,346152.5856
2299,383590.1237
2300,333457.5891
2301,294305.1458
2302,256235.6406
2303,237415.3504
2304,241059.4876
2305,190348.4337
2306,182297.8464
2307,192063.4371
2308,221612.5916
2309,290356.322
2310,213014.8636
2311,206584.8713
2312,171666.6618
2313,166429.7459
2314,169967.7049
2315,167346.405
2316,180902.8702
2317,195566.7303
2318,175743.2201
2319,178579.368
2320,189693.5023
2321,261454.0691
2322,183886.4944
2323,198915.4047
2324,173819.6923
2325,211993.4438
2326,169425.4017
2327,202935.7638
2328,221856.568
2329,191004.8068
2330,188335.3759
2331,377317.9229
2332,413429.3789
2333,314447.2052
2334,250088.9373
2335,267431.2961
2336,310746.8501
2337,205949.7203
2338,277876.0785
2339,215106.8449
2340,390482.5632
2341,218106.4415
2342,242938.6076
2343,226195.3646
2344,217068.3962
2345,231416.8955
2346,222622.7109
2347,206278.9053
2348,242540.937
2349,177991.1409
2350,293509.696
2351,249496.7671
2352,244043.8253
2353,259701.7075
2354,130376.3449
2355,135010.175
2356,146139.7696
2357,189777.6251
2358,195214.2322
2359,132267.3297
2360,109327.8721
2361,145645.6509
2362,270519.3218
2363,132229.6587
2364,159010.9836
2365,238138.3801
2366,194556.8313
2367,223505.2496
2368,224305.9834
2369,213351.8908
2370,158631.2567
2371,155377.1186
2372,196334.4242
2373,268753.1335
2374,303586.3831
2375,250717.1963
2376,298405.1485
2377,330610.8672
2378,146772.3582
2379,212310.293
2380,154633.8971
2381,175264.6579
2382,218999.7225
2383,216593.5688
2384,256809.4316
2385,170747.156
2386,132195.7265
2387,135273.2835
2388,99509.44612
2389,118119.457
2390,141137.9542
2391,141457.7715
2392,116294.7911
2393,167322.8973
2394,139360.3982
2395,209621.9917
2396,143544.3445
2397,216238.5437
2398,141730.0628
2399,65150.80659
2400,70686.28507
2401,122433.2263
2402,136984.7735
2403,131973.708
2404,144470.0559
2405,159155.4465
2406,150480.3316
2407,126878.5225
2408,151537.677
2409,121615.9982
2410,182903.8138
2411,107744.1671
2412,157965.2065
2413,133209.3511
2414,154373.0625
2415,121265.0609
2416,122069.6457
2417,152687.9789
2418,138660.6261
2419,134408.802
2420,128150.3337
2421,179100.7224
2422,106243.082
2423,104742.3473
2424,143605.5238
2425,231920.1502
2426,133618.1847
2427,120268.7417
2428,170732.9279
2429,118710.4082
2430,131208.6788
2431,115252.894
2432,145223.3425
2433,149617.593
2434,140227.7796
2435,156444.7922
2436,108826.9603
2437,111605.4996
2438,117714.0811
2439,93326.89952
2440,116056.0475
2441,97486.09443
2442,99856.28812
2443,133604.71
2444,135432.8569
2445,94227.2325
2446,145033.0311
2447,179027.291
2448,132110.0521
2449,116293.5118
2450,151125.8735
2451,121483.7894
2452,211244.9865
2453,90727.84866
2454,120550.888
2455,118089.484
2456,137713.7603
2457,129781.0796
2458,140805.4375
2459,111402.4002
2460,133561.1289
2461,129091.4888
2462,133100.0748
2463,121756.5538
2464,192389.771
2465,128932.1992
2466,116827.0081
2467,129435.8755
2468,89571.46956
2469,81348.62855
2470,204570.4358
2471,211031.4996
2472,156422.2309
2473,121793.0886
2474,80495.41502
2475,218746.6865
2476,112587.9111
2477,120912.7896
2478,145634.6804
2479,97964.08994
2480,155478.1236
2481,125629.221
2482,119826.9669
2483,109434.1749
2484,115104.3425
2485,123297.7636
2486,141698.3294
2487,193793.9287
2488,174214.5001
2489,147683.7508
2490,152354.1481
2491,90469.89132
2492,198534.0858
2493,142411.8344
2494,147712.4234
2495,79861.73696
2496,245213.4843
2497,156578.2522
2498,112830.9531
2499,78277.95569
2500,127918.5257
2501,145834.7623
2502,142979.4948
2503,97174.21592
2504,200308.5148
2505,218884.5049
2506,268836.83
2507,301263.6278
2508,268009.1303
2509,219753.1797
2510,216410.6745
2511,175114.3454
2512,210777.1259
2513,213043.3205
2514,237275.3254
2515,150379.5358
2516,165091.3288
2517,145611.0595
2518,152728.3603
2519,228603.2957
2520,204627.8971
2521,176300.8487
2522,223757.0598
2523,115195.387
2524,127895.1964
2525,143151.097
2526,132310.6644
2527,120703.5216
2528,128396.3358
2529,128849.4893
2530,126264.5342
2531,265891.7241
2532,222472.0036
2533,197246.2344
2534,240620.474
2535,310209.7904
2536,229739.5891
2537,240517.0559
2538,170065.423
2539,193543.6948
2540,176309.7265
2541,171023.6535
2542,150070.8038
2543,120484.1556
2544,124206.3112
2545,125476.6288
2546,122397.6571
2547,130205.7625
2548,144264.6346
2549,162698.7483
2550,199212.7946
2551,137968.8684
2552,134813.5215
2553,77575.23453
2554,94954.71316
2555,127335.7604
2556,96643.87825
2557,106185.078
2558,179747.6169
2559,131264.4641
2560,150439.3419
2561,152739.8791
2562,137123.4481
2563,146362.6364
2564,203117.6426
2565,146280.6877
2566,158803.6845
2567,142042.2716
2568,191971.8303
2569,225253.8221
2570,123432.6697
2571,193964.3207
2572,151387.9595
2573,217993.2488
2574,244047.5408
2575,132454.1903
2576,123323.4339
2577,138557.722
2578,88532.40108
2579,74338.94182
2580,107950.3388
2581,125707.1362
2582,127382.502
2583,286650.0466
2584,165980.5434
2585,198678.1818
2586,224540.6703
2587,215139.3274
2588,153824.8953
2589,150374.8794
2590,213449.8892
2591,226544.1054
2592,223373.3315
2593,241171.1246
2594,176134.758
2595,189354.0278
2596,304305.4247
2597,186344.8888
2598,287531.6199
2599,349273.1503
2600,212359.7208
2601,161333.3941
2602,85411.32991
2603,90288.47429
2604,87339.79515
2605,85002.75696
2606,143996.0645
2607,211986.1803
2608,212087.6842
2609,169696.8936
2610,110208.9305
2611,124382.3982
2612,164006.3638
2613,134697.121
2614,129050.7068
2615,157195.3289
2616,157789.868
2617,185211.9215
2618,197693.2105
2619,211932.0093
2620,187634.3115
2621,173705.936
2622,184529.8312
2623,233143.4525
2624,322249.7196
2625,290503.0934
2626,175177.7688
2627,162683.2797
2628,493257.1356
2629,478459.3769
2630,355991.11
2631,521095.9839
2632,459583.173
2633,331985.424
2634,419720.358
2635,160875.914
2636,174911.1739
2637,180567.8335
2638,255879.5038
2639,180489.2319
2640,147241.1947
2641,112938.1022
2642,212300.5486
2643,104365.7158
2644,116512.6997
2645,110548.6155
2646,95464.29767
2647,109708.762
2648,152347.0014
2649,154214.5339
2650,148362.8515
2651,140390.2992
2652,408375.0823
2653,237362.6001
2654,255398.7434
2655,400208.6613
2656,344641.6119
2657,378557.7619
2658,303964.5775
2659,297570.1839
2660,371492.2151
2661,366444.9513
2662,372296.0833
2663,291283.3825
2664,272403.2746
2665,330985.1226
2666,287162.0059
2667,162438.6698
2668,176503.2745
2669,185810.8079
2670,290343.2993
2671,183127.8262
2672,205137.577
2673,213005.3641
2674,218547.4157
2675,177059.4516
2676,184303.7928
2677,206360.3148
2678,269840.9276
2679,264468.3907
2680,274462.7593
2681,411761.8136
2682,334218.7836
2683,311289.4478
2684,316986.6353
2685,291412.664
2686,249959.1884
2687,292656.101
2688,221245.1661
2689,210698.5176
2690,378251.0516
2691,177996.987
2692,126942.4095
2693,210721.9719
2694,127614.1537
2695,187960.1039
2696,172209.1804
2697,188961.5674
2698,186912.8367
2699,183320.2574
2700,153402.0894
2701,150161.454
2702,108375.2209
2703,121877.0814
2704,136493.4113
2705,115944.1522
2706,112621.5403
2707,124932.3309
2708,133589.0458
2709,101971.9738
2710,124604.9613
2711,216015.2672
2712,348906.4231
2713,172332.7524
2714,147909.6033
2715,155437.6222
2716,140334.9398
2717,186091.4027
2718,227162.5051
2719,157072.7177
2720,184102.9608
2721,137890.1169
2722,159337.0119
2723,136788.2647
2724,129984.3937
2725,128987.3723
2726,152186.9746
2727,180573.2347
2728,181903.5529
2729,148235.6862
2730,149187.3785
2731,143172.8789
2732,137979.0724
2733,157015.6912
2734,144423.213
2735,139903.4903
2736,148192.1488
2737,117137.9988
2738,126678.0273
2739,166078.1037
2740,144163.3287
2741,149415.9812
2742,160473.2888
2743,151603.7408
2744,158210.8054
2745,137676.4
2746,137369.513
2747,138935.4816
2748,132485.6218
2749,147203.7222
2750,146739.6439
2751,142907.126
2752,187953.9016
2753,177929.235
2754,219239.7575
2755,142283.6534
2756,96127.14838
2757,70437.8946
2758,108012.2843
2759,164066.4553
2760,121000.9394
2761,136993.8714
2762,141615.5388
2763,189158.5321
2764,150661.5898
2765,298459.3487
2766,127591.3157
2767,90233.87986
2768,125895.2845
2769,135858.7735
2770,143678.1571
2771,111684.6372
2772,112185.3965
2773,184042.1964
2774,134471.4735
2775,122421.6841
2776,141228.4614
2777,140935.6337
2778,112984.963
2779,115324.3201
2780,94620.75282
2781,96081.44551
2782,100385.8441
2783,103377.3697
2784,115897.8413
2785,137998.2509
2786,73929.09286
2787,124479.9
2788,73086.49675
2789,189751.2054
2790,107182.31
2791,127139.3833
2792,61591.25686
2793,160161.7349
2794,97809.75219
2795,115314.5354
2796,93546.84424
2797,205457.6615
2798,113864.4679
2799,109678.4462
2800,64355.58697
2801,108171.9253
2802,119253.5222
2803,152303.6247
2804,134733.1806
2805,101223.7341
2806,86820.92558
2807,161971.0395
2808,141035.7006
2809,128904.2912
2810,123147.5605
2811,170899.0553
2812,158383.2964
2813,153835.1002
2814,150512.0365
2815,90048.31852
2816,215217.7521
2817,152769.6799
2818,129998.5286
2819,160753.1705
2820,140375.594
2821,117241.416
2822,207802.3965
2823,305338.2879
2824,190456.4793
2825,155382.597
2826,134716.0191
2827,145034.7671
2828,215529.0749
2829,209077.3195
2830,233043.85
2831,167928.19
2832,269521.1996
2833,321386.75
2834,216525.0504
2835,221714.373
2836,180466.5714
2837,153418.4844
2838,143545.2347
2839,173453.5398
2840,211077.2159
2841,194399.0926
2842,229863.504
2843,146115.6694
2844,164528.6996
2845,128236.7783
2846,204425.8408
2847,199711.6345
2848,217738.5093
2849,196833.5132
2850,279012.6578
2851,213368.421
2852,229405.7902
2853,226789.9712
2854,136701.716
2855,209755.2848
2856,190341.1593
2857,173889.581
2858,218575.0346
2859,118240.9917
2860,142635.6328
2861,124730.1536
2862,188399.8017
2863,111422.9907
2864,248489.0638
2865,148058.1775
2866,143581.8071
2867,101512.0181
2868,96729.14573
2869,110668.6655
2870,121546.1671
2871,99224.82052
2872,58609.89768
2873,100614.75
2874,141533.2584
2875,111709.483
2876,171778.4737
2877,163516.4218
2878,163981.8471
2879,139759.6445
2880,111693.3089
2881,147166.4159
2882,172637.3895
2883,191625.4123
2884,199594.296
2885,187886.1803
2886,233717.3516
2887,93060.371
2888,141441.0388
2889,56030.66025
2890,84540.72183
2891,135175.931
2892,54104.58865
2893,88439.45349
2894,63273.42935
2895,315836.2622
2896,278959.1526
2897,210507.5237
2898,142010.0567
2899,216089.0017
2900,159267.0692
2901,213980.0924
2902,192871.9263
2903,346617.2514
2904,372100.8856
2905,99423.11762
2906,201649.8128
2907,106122.7262
2908,133706.7371
2909,145581.7732
2910,79799.21801
2911,84994.59261
2912,140428.4269
2913,88270.44181
2914,79220.55163
2915,88349.50471
2916,83567.80245
2917,173742.064
2918,109754.0904
2919,228515.4999
